threshold,fpr,tpr
0.0021259,0.280403,0.571429
0.00212327,0.281033,0.571429
0.00212157,0.281033,0.57385
0.00212147,0.281664,0.57385
0.00211913,0.282294,0.57385
0.00211775,0.282924,0.57385
0.00211649,0.283554,0.57385
0.00211276,0.284184,0.57385
0.00211177,0.284814,0.57385
0.00211004,0.285444,0.57385
0.00210852,0.286074,0.57385
0.00210656,0.286704,0.57385
0.00210455,0.287335,0.57385
0.00210344,0.287965,0.57385
0.00209331,0.288595,0.57385
0.00208373,0.288595,0.576271
0.00208139,0.288595,0.578692
0.00208058,0.289225,0.578692
0.00207912,0.289855,0.578692
0.00207739,0.290485,0.578692
0.00207651,0.291115,0.578692
0.00206297,0.291745,0.578692
0.00206058,0.292376,0.578692
0.00205783,0.293006,0.578692
0.00205777,0.293636,0.578692
0.00205669,0.294266,0.578692
0.00205327,0.294896,0.578692
0.0020518,0.295526,0.578692
0.00204922,0.296156,0.578692
0.00204692,0.296786,0.578692
0.0020412,0.297417,0.578692
0.00204099,0.298047,0.578692
0.00203981,0.298677,0.578692
0.00203874,0.299307,0.578692
0.0020385,0.299937,0.578692
0.00203642,0.300567,0.578692
0.0020362,0.301197,0.578692
0.00203242,0.301827,0.578692
0.00203234,0.302457,0.578692
0.00202831,0.303088,0.578692
0.00202169,0.303718,0.578692
0.00202094,0.304348,0.578692
0.00202073,0.304978,0.578692
0.00201413,0.305608,0.578692
0.00201325,0.306238,0.578692
0.00201025,0.306868,0.578692
0.00200885,0.307498,0.578692
0.00200775,0.308129,0.578692
0.00200772,0.308759,0.578692
0.00200617,0.309389,0.578692
0.00200519,0.310019,0.578692
0.0020026,0.310649,0.578692
0.00199771,0.311279,0.578692
0.00199747,0.311909,0.578692
0.00199306,0.312539,0.578692
0.00199185,0.31317,0.578692
0.00199173,0.31317,0.581114
0.00199051,0.3138,0.581114
0.00198695,0.31443,0.581114
0.00198657,0.31443,0.583535
0.0019855,0.31506,0.583535
0.00198421,0.31569,0.583535
0.00198218,0.31632,0.583535
